text,evaluacion_1,evaluacion_2,evaluacion_3,evaluacion_4,tipo_origen,fuente
"Dos pollos metidos en el asador y le dice uno al otro:
- ¡Joder, vaya calor que hace aquí!
Y le contesta el otro:
- ¡La calor es lo de menos, yo lo que no aguanto es el palo metido por el culo!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos tontos que no se habían visto en todo el invierno y le dice uno al otro:
- Amigo, ¿este verano qué?
- Pues tengo ganas de ir a París, como el año pasado.
- ¿El año pasado que fuiste a París?
Y le responde el tonto:
- No, pero también tenía ganas.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Se abre el telon y aparece Mariano Rajoy…
se cierra el telon y....desaparece el telon !!!...
y el escenario…
y el teatro...
y la sanidad...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En el comedor, un chico y una chica están muy juntos abrazados viendo la televisión. De repente, él le pregunta: 
- Cariño, ¿tienes ganas de lo mismo que yo? 
- Oh, sí, mi amor - afirma ella, muy excitada. 
- Entonces... sírvemelo con soda y mucho hielo, encanto...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una pareja, en la cama después del acto:
- Querida, de ahora en adelante te voy a llamar EVA
- ¿Y eso por qué?
- Porque eres mi primera mujer
- Ah, bien, pues yo te llamaré Peugeot
- ¿Por qué?
- Porque eres el 406",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Se abre el telón y aparecen los chicos de Gandia Shore, se cierra el telón, como se llama la película?

¡Fuga de cerebros!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un niño entra gritando a un negocio: 
- ¡QUIERO GASEOSA, QUIERO GASEOSA!
Y el vendedor responde: 
- No me grites, que no soy sordo. ¿Qué GALLETITAS quieres?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿En qué se parece una mujer a un policía?
- En que el policía tiene estrella, palo y es del estado; a la mujer le metes el palo, ve las estrellas y cae en estado.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
A mi mujer le gusta hablar conmigo después del sexo. El otro dia me llamó a casa desde un hotel.,,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Después de arreglar un grifo en 10 minutos, el fontanero presenta una factura de 500 € 
El cliente, escandalizado, protesta: 
- Oiga señor fontanero, yo soy abogado y no cobro por mi consulta ni la mitad de lo que usted me esta cobrando. 
- Ya lo sé, contesta el fontanero, cuando yo ejercía de abogado también cobraba la mitad",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"El Facebook es como el refrigerador.
Sabes que no hay nada nuevo nuevo, pero aún así lo abres cada 5 minutos ...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Era una vez dos borrachos que se acuestan en una litera, y el borracho que está en la litera de arriba, antes de dormir comienza a rezar:
-Con Dios me acuesto, con Dios me levanto, la Virgen María y el Espíritu Santo.
En eso se cae de la litera y el borracho que está en la parte de abajo le dice:
- ¿Viste? ¡Eso te pasa por estar durmiendo con tanta gente!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Mamá, Mamá, hoy he aprendido a hacer explosivos.
-Qué bien, Pepito. ¿Y mañana qué aprenderéis en la escuela?
-¿Qué escuela?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Después de medio siglo de armonía total en el matrimonio, él muere.Poco tiempo después ella muere y también va para el cielo. 
En el cielo ella encuentra al marido feliz cómodamente sentado con sus amigos, por lo que ella al verlo, corre contenta con él y le dice: 
- Queriiiiiidoooooo!!! Qué feliz de encontrarteee!!! 
Y él le responde: 
- No vengas con eso!...El trato fue: HASTA QUE LA MUERTE NOS SEPARE!!! Así que, vete para otro lado querida...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una mujer está con su amante en la cama, cuando de pronto suena el teléfono, la mujer atiende y dice: 
- ¿Sí?, Está bien. No te preocupes. De acuerdo, adiós. 
¿El amante le pregunta quién era?Y la mujer le responde: 
- Era mi esposo, dice que llegará tarde porque está cenando contigo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"La mujer le dice al marido: 
- Oye, Gregorio, ¿Nunca se te ha ocurrido regalarme flores? 
- ¿Para qué? Si todavía estás viva.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Mientras desayunan, le dice la mujer al marido en tono de reclamo: 
- ¿Sabes?, anoche cuando dormías, me estabas insultando. 
- ¿Y quién te dijo que dormía?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una mujer desesperada le pide al Doctor: 
- Ayúdeme por favor... necesito algo que ponga a mi marido como un toro. 
El Doctor le dice: 
-¡Bueno acuestese en la camilla que vamos a empezar por los cuernos!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Adán y Eva paseaban por el paraíso.Y Eva pregunta: 
- Adán, ¿Me amas? 
Y Adán refunfuñando: 
- ¿Tengo otra alternativa?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Qué entiende un hombre por ayudar en la limpieza de la casa? 
Levantar los pies cuando su mujer pasa la aspiradora.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"La profesora a Pepito
- Pepito, ¿no te da vergüenza ser el último de la clase? 
- Alguien debe sacrificarse...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto es una señora llorando delante de una lapida en el cementerio, 
- Enriqueeeee! enriqueeee! por que te fuiste mi enrique cuanto te queria! 
Se acerca otra señora y le dice: 
- Perdone señora se confunde de lapida ahí no pone Enrique sino Manolo, 
La señora contesta: 
- No me confundo es enrique , pero con esto de la crisis devia dinero a hacienda y no queria tener nada a su nombre",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto son tres chicos que van a un puticlub y ven en el recibidor una maquina con ranuras para meter billetes y monedas.

-El 1º echa 5 €.
y en la maquina sale:
planta 3 puta 5.

-El 2º echa 25 €.
y le sale:
planta 2 puta 3

-Y el 3º echa 50 centimos y le sale:
planta baja puta calle.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto es 4 personas que van en un vagón de un tren, eran. una gorda, una rubia buenísima, un madrileño y un catalán. Al rato el tren pasa por debajo de un túnel, y se escucha... plasss... Sale el tren del túnel y la gorda piensa, esto es que el catalán le quería meter mano a la rubia y esta le a dado un guantazo.
La rubia piensa: esto es que el catalán me ha intentado de meter mano y se a equivocado y la 
gorda le a dado un guantazo. El madrileño piensa: esto k el catalán le ha querido meter mano a la rubia .... y la rubia me a dado el guantazo a mi. Y piensa el catalán: haber si pasamos por debajo de otro túnel pa meterle otro guantazo al madrileño.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Mi mujer es un objeto sexual, cada vez que me apetece hacerlo ella objeta.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor, venia a que me bajase la potencia sexual.... 
- Pero abuelo, si a su edad la potencia sexual solo se tiene en la cabeza.... 
- Por eso, por eso quiero que me la baje!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un día, Pepito le pregunta a su padre: 
- Papá, papá, ¿vos te casaste por la iglesia o por el civil?
- ¡Por estúpido! Pepito ¡Por estúpido!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un dia Pepito fue a la escuela y la maestra pidio a los alumnos que como ejercicio trajeran alguna cosa del hospital, al día siguiente la profesora le pregunta a Pepito:
- ¿Que has traido? 
Pepito responde: 
- Un tanque de oxigeno
- ¿Quien te lo dio?
- Mi abuelito
- ¿Que te dijo? 
- Pepito!! No te lo lleves, no te lo lleeeeves!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre entra en una tienda de armas y le pide al dependiente que le enseñe la mejor mira telescópica que tenga para su rifle. 
- Esta es la mejor del mercado -le dice el dependiente- Tanto, que si mira hacia la cima de aquella montaña podrá ver en mi casa el nombre del perro en la caseta.
El hombre mira hacia la cima con la mira y empieza a reír. 
- ¿De que se ríe? - pregunta el dependiente. 
- Es que estoy viendo en el jardín a un hombre desnudo corriendo detrás de una mujer también desnuda. 
El dependiente toma la mira, mira hacia su casa y empieza a enrojecer y echar humo por las orejas. Toma dos balas y se las da al hombre diciéndole: 
- Vamos a hacer un trato. Le doy estas dos balas y, si acierta con una en la cabeza de mi mujer y con otra en las Bolas del hombre, le regalo la mira telescópica. 
El hombre toma el rifle, pone el ojo en la mira y apunta hacia la casa. 
Después de un momento de indecisión le dice al vendedor: 
- Creo que puedo hacerlo de un solo tiro...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Está un borracho en un fiesta y le dice a una chica:
- Fea!
- Y tu borracho!!
- Ya, pero a mí se me pasa mañana!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos borrachos que van al servicio, y le dice el uno al otro:
- Pepe tienes papel?
y dice el otro
- No, yo cago de memoria!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto es un tío que lleva meses por el desierto montado a camello y claro el tío esta tan desesperado por echar un polvo que se desahoga haciéndose unas pajillas.
Hasta una mañana que decide tirarse al camello porque ya no aguantaba más y lo necesitaba, eso que se va a bajar del camello y se sube a una de sus maletas para inventarlo penetrar y el camello según lo nota echa a correr por el desierto y el hombre corriendo detrás de él, pasan 3 h y por casualidad se encuentra en medio del desierto a una pedazo rubia que tenia el coche averiado, entonces la rubia lo ve y le dice si la puede ayudar, el pajillero le contesta que si y se pone manos a la obra.
Pasan unos minutos, y el tío le dice:
- Ya esta arreglado señorita 
la rubia desabrochándose la camisa le dice: 
- Muchas gracias caballero, que le apetece que haga para agradecérselo?
Y el hombre contesta:
- Me podrías ayudar a atrapar a mi camello?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un niño regresa de la escuela a su casa, cansado y hambriento y le pregunta a su mamá:
-Mamá, ¿qué hay de comer?
-Nada, hijo.
El niño mira hacia el loro que tienen y pregunta:
-Mamá, ¿por qué no comemos loro con arroz?
-No hay arroz.
-¿Y loro al horno?
-No hay gas.
-¿Y loro en la parrilla eléctrica?
-No hay electricidad.
-¿Y loro frito?
-No hay aceite…
Y el loro contentísimo grita:
-¡¡VIVA RAJOY !!… COÑO!¡¡VIVA RAJOY !!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Llega un paciente muy preocupado con el doctor y le dice:
- Doctor hace dos semanas que no como, ni duermo, Qué tengo?
El doctor le responde:
- Hambre y sueño!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Marineros! A abordar el barco!
Y el barco quedó precioso.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Después de una noche en la discoteca, ella y el se van a casa de ella y se pasan la noche haciendo el amor, él se percata de la foto de otro hombre en la mesita de noche y comienza a preguntarle:
- ¿Era tu esposo?
- No, para nada - dice ella, mordisqueándole la oreja.
- ¿Era tu novio?
- No... -dice ella y sonríe.
-¿Por qué te reís?
- Es que me excita cuando te pones celoso.
El hace la ultima pregunta:
- Es acaso tu papa o algún hermano?
- Nooooo guapo, era yo?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Hijo, que quieres por Navidad
- Una Barbie
- ¿Què? Tu eres un macho, ¡pide algo de hierro!
- Pues una plancha",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Napoleón Bonaparte durante sus batallas siempre usaba una camisa de color rojo. 
Para él era importante, porque si era herido, con su camisa roja no se notaría su sangre y sus soldados no dejarían de luchar. Toda una prueba de valor. Doscientos años mas tarde, Mariano Rajoy utiliza siempre un pantalón marrón.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor doctor...¡¡me duele aqui!! 
- Pues pongase aqui
- Doctor... esque me sige doliendo!! 
- DOLIENDO deja de seguirle!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un campesino y una campesina van por el campo y la mujer le pregunta al hombre: 
- Oye, Paco... ¿Cómo sabe el caballo cuando quiere la yegua? 
- Por el olor, mujer, por el olor. 
Un rato después la chica le vuelve a preguntar al chico: 
- Oye, Paco, ¿y el perro? ¿cuándo sabe el perro cuándo lo quiere la perra? 
- Pues por el olor, por el olor. 
Más tarde, la chica le vuelve a preguntar: 
- Paco, ¿y el toro cuándo sabe cuándo quiere la vaca? 
- Mujer, ya te lo he dicho: ¡por el olor! 
- Pues Paco, ¿tú eres maricón o estás resfriado?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos amigos en un Bar:
- A mi lo que más me gusta de las mujeres son las piernas
- Que curioso, ¡eso es lo primero que yo aparto!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
Era un tan pequeño tan pequeño que se encontro una canica y dijo: el mundo es mio,,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre se sube a un avión en elaeropuertode Ciudad de México con destino a Nueva York y al sentarsedescubre auna mujer guapísima que está entrando en el avión. Se dacuenta que sedirige hacia su asiento y...lotería - se acomoda justo asu lado. 
 
'Hola', pregunta, '¿Viaje de negocios o de vacaciones?'
 
Ella lo mira y le responde de manera encantadora, De trabajo. Voy a la Convención Anual de Ninfomaníacas en los Estados Unidos.
 
Traga saliva. Aquí está una de las mujeres más hermosas que havisto en su vida, sentada a su lado y ¡¡va a una convención de ninfomaníacas!!
 
Luchando por mantener una actitud correcta, le pregunta calmadamente:
 
'¿Y qué hace usted exactamente en esta convención?'
 
'Conferenciante', le responde. 'Hablo desde mi experiencia, para desmitificar muchos mitos sobre la sexualidad.'
 
'¿De veras?', sonríe, '¿Y qué mitos son esos?' 
 
'Bueno',ella le explica, Uno muy popular es que los afroamericanos son loshombres mejor dotados físicamente, cuando enrealidad son los indiosNavajos los que poseen esta cualidad. Otromito muy popular es que losfranceses son los mejores amantes, cuandoen realidad son los deascendencia griega. Y también hemos comprobadoque en cuanto a potencia,los mejores amantes, en todas lascategorías, son de origen gaditano.' 
 
De pronto la mujer seincomoda y se sonroja, 'Perdón', le dice,'en realidad no deberíaestar hablando de todo esto con usted, cuando nisiquiera sé su nombre!'
 
'Pluma blanca', le responde, 'Pluma Blanca Papadopoulos ...peromis amigos me llaman ""er Pisha de Cai""
Ozú",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- En que se parece una gata y una escopeta?
- En que los dos tiene gatillos...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Quieres ver mi aparato reproductor? 
- ¡DEGENERADO! 
- Nadie quiere ver mi nuevo MP3...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Por qué Bob Esponja no necesita ir al gimnasio?
-.....
- Porque está cuadrado!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Si tienes 15 porros y alguien te pide 2, ¿cuantos te quedan?
-15.
- Muy bien hijo, el que quiera droga que se la pague",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-Me da miedo ese deporte de las espadas.
-¿Esgrima?
-No, no, más bien es miedo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Mami, cómo es que papa es chino, tu blanca y yo soy negro?
- Con lo que paso esa noche, agradece que no ladres.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Amor, dime algo dulce 
-Caramelos 
-No, algo lindo 
-Cachorritos 
–NO, dime algo sexy 
-La vecina...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿Porque los Leperos siembran papas al lado de la plaza de toros?
- Para que salgan papas bravas.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿Qué le dice una chinche a otra?
Te amo chincheramente",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"EL: Hola, quiero conocerte mejor, tengo 38 años, soy diputado desde hace 10 años y soy honesto.
ELLA: Hola, encantada, tengo 30 años, soy prostituta desde hace 15 años y soy virgen.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"La esposa se queda mirando a su marido desnudo y le dice:

Mi amor, ¡Estás como para comerte! Pareces un almuerzo típico... 
¿Y cómo es eso? 
Panza, chicharrón, pellejo, chorizo y huevos.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¡Esta es la mejor carta de la década, breve, concisa y directa!

Querida Suegra:
Por favor no trates de decirme cómo educar a mis hijos.
Yo estoy casada con uno de los tuyos y créeme, hay mucho que reclamar también!

Sinceramente,
Tu Nuera",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Jaimito llegando de la escuela le dice a su madre:
-Mama, mama en el colegio me llaman pelo verde
-¿Por que Jaimito?. Le responde.
-No se (sacandose los mocos y pasandoselo por la cara hasta el pelo)",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un chico en una discoteca, simulando que lanza flechas a varias chicas. Una ve como le lanza una. Ella le mira, sonrie y se acerca interesada.
- Hola.
- Hola - Responde él
- He visto que me lanzabas una flecha. ¿Eres Cupido lanzando flechas de amor?
- ¡No! ¡¡¡Soy Legolas matando Orcos!!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Jaimito está en el colegio. El director le dice: 
-¿Qué quieres ser de mayor, Jaimito?
-Carnicero
Y el director le dice: 
-¿Por que carnicero?
- Porque en el colegio ya aprendí a hacer chuletas",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"He puesto el libro Guinness de los records en la Thermomix…
HE BATIDO TODOS LOS RECORDS!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
Me encanta pasar el Domingo viendo la F1… mi mujer dice que soy subnormal por estar toda la mañana mirando el teclado del ordenador...,,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-¿De dónde eres?
-Yo de Italia ¿y tú?
-Yo de Madeira
-¡Anda, como Pinocho!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿Por qué las muñecas hinchables tienen cara de sorprendidas? 
Qué esperan ¿una cena con velas?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-Estás gorda.
-¡Como una tapia!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Paciente:
- ¿Qué me recomienda para los dientes amarillos?
Doctor: 
- Corbata marrón",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-¿Qué te pongo?
-Un cubata 
-¿Ron?
-¿Harry? 
-¡Dios mío, qué sorpresa! 
-¡Qué haces de camarero! 
-Llegué por arte de magia",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto es un tartamudo que va a una tienda de animales y le pregunta: 
- Seeeñoor qqqquuuantoo vaaalen loos looros?
y el otro le dice: 
- Este 200 este100 y este 90
el tartamudo dice: 
- Y poporquee vavalelen tantantoto?
y el loro responde: 
- Porque sabemos hablar mejor que tu.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En la cola del mercado:
-Perdona, ¿El último?
-El Celta con 17 puntos.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-¿Conoces este juego? Mira, tírame del dedo
-Si, lo conozco, pero la lepra no es un juego Juan y ya solo te quedan 3 dedos. Tú sabrás",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Papá mira, un avión macho
- Cuantas veces tengo que decirte que eso que cuelgan son las ruedas….",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un amigo se encuentra con otro y le pregunta:
- ¿Qué te diagnosticó el médico en tu revisión?
El amigo le contesta:
- Un riñón no me funciona, tengo la columna desviada, el corazón padece arritmia, tengo úlcera de estómago y mis transaminasas son superaltísimas. Pero eso sí, de la cintura para abajo estoy como un niño: me cago, me meo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Hoy es el cumpleaños de Rajoy.

¡¡¡¡Felicidades ? Por fin cumples algo!!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-Dr. no puedo controlar el deseo de hacer el amor.
-Es que usted es NINFOMANA.
-Dr. anótemelo en un papelito porque en el barrio me dicen ¡¡¡ puta !!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre de unos 65 años le pregunta al entrenador en el gimnasio:
-¿Que máquina debo usar para impresionar a una chica de 30?
El entrenador lo mira y dice...
-Le recomiendo el cajero automático....",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un señor manda su ropa interior a la lavandería y pone una nota:
""Usar más jabón en los calzoncillos""... 
Y cuando recoge su ropa encuentra una nota que decía:
""Usar más papel en el culo""...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Maestra: - Pepito, ¿como se llama el compuesto 
químico para evitar el embarazo?
Pepito: -Nitrato de meterlo",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos viejecitos conversando:
- ¿Prefieres el sexo o la Navidad?
- ¡Sexo, claro! Navidad hay todos los años.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor, confundo todo el rato los colores con los números.
- Vaya marrón…
- Por el culo te la hinco",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Nombre?
- David
- ¿Tavid?
- No David, con D de Dinamarca
- Bienvenido David, Conde de Dinamarca",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Anoche me leí “los pilares de la tierra” en 2 horas. Sé que solo son 5 palabras, pero yo estoy satisfecho.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Entran 2 chicos tarde al aula, y la maestra le dice a uno de ellos:
- Alumno, ¿por qué llegó tarde?
- Es que estaba soñando que viajaba por todas partes, conocí tantos países, y me desperté un poco tarde.
- ¿Y usted, alumno?
- ¡Yo fui al aeropuerto a recibirlo!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Qué es rojo y malo para los dientes?
- Un ladrillo",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"(Dos tomates en una nevera)
-Que frio hace no?
-Ostias!! Un tomate que habla",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-Hola vengo a matricularme en Bachiller
-En qué rama?
-Ya está! como soy negro.. ni mesa, ni silla, ni pollas… el negro al árbol no?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿Para qué los de Lepe ponen la tele al revés?
- Para verle las bragas a la presentadora.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿En que se parece una lavadora de una mujer? 
- En que las dos funcionan con un buen polvo",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos vascos que se encuentran, y uno le dice a otro: 
- Oye Patxi, me han dicho que tu hija esta con gonorrea.
- A mi mientras sea vasco me da lo mismo como se llame.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
Eres tan gorda que para ducharte enjabonas las paredes de la ducha y das vueltas.,,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un mongolo que va a una heladería:
-Me pone un helado?
-De qué sabor?
-Da igual, si se me va a caer",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un playmobil que va a un bar:
-Me pone una Fanta?
-De naranja o de limon?
-Da igual, si es para tirarmela por la espalda",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Doctor hace más de una semana que no como, no duermo y no tomo agua.
¿Qué cree que tengo?
Pues hambre, sueño y sed.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿Qué tienen en común?:
- Los aniversarios de boda.
- La taza del baño. 
- y el punto ""G"".
Que los hombres no aciertan con ninguno.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esto es el cielo.
Un ángel está hablando con Dios y le dice:
- ¡Oh, Señor! en la Tierra descubrieron el código del Genoma Humano,
- ¡Malditos Hackers!, responde Dios. Voy a tener que cambiar la contraseña.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Papá ¿Y tu tarjeta de crédito?
- Me la robaron hace un par de meses, hijo.
- ¿Y no lo denunciaste a la policía?
- No, porque me sale más a cuenta que la tenga el ladrón que tu madre.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Como se dice papel higiénico en chino??
- KITA KAKA",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Era un hombre tan malo tan malo tan malo que se envió un e-mail a si mismo y le llegó en la bandeja de ""correo no deseado""",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre, al pasar frente al Congreso de los Diputados, escucha un tremendo griterío que salía desde la sala: 
""Ladrón, mentiroso, comisionista, difamador, chorizo, sinvergüenza, flojo de mierda, imbécil, timador, cabrón, corrupto, vendido, golfo, aprovechado, cara dura, falso, chupón, inútil, pesetero, estafador, vago de mierda, saqueador, gilipollas, bobo, oportunista, embaucador, tramposo, hijo de la gran puta,...........etc. 
El hombre asustado le pregunta alguardia de la entrada:
- Señor, ¿qué pasa dentro?, ¿se están peleando.?
- No, responde el guardia, yo creo que están pasando lista.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"¿En qué se parece un hombre a una telenovela?
- En que cuando el capítulo se empieza a poner interesante.....se acaba.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"COMO SE DICE ESPEJO EN CHINO?
AITOY",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un niño sorprende a sus padres en la cama haciendo el 69.
Indignado grita:
-¡Que morro tienen! ¡¡¡Y me mandan al psicólogo a mi, porque me como las uñas !!!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Entra un borracho en una farmacia, y pregunta:
- Teneis alcohol? 
- Si, por supuesto
- Entonces ponme un par de copas.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En un barco viajan un español y un inglés.
El inglés se cae al agua y grita.
- ¡HELP!.....¡HELP!.....¡HELP!
Entonces el español va y le dice.
- Gel no me queda, pero si quieres champú??",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esta un hombre en la cantina murmuando
-Que mala suerte tengo, que mala suerte tengo....
Se le acerca el cantinero y le pregunta:
-Pero hombre ¿que le ha pasado?
- Es que ayer se cayo mi suegra y casi se mata... casi.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Esta es la Mari que ha ido de compras al mercadillo y le dice a su padre:
- Apá me he comprado unos ""Leggins"".
Su padre la mira y le pregunta:
- ¿Qué marca?
- ¡¡¡ TOL COÑO !!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
